Changed database context to 'AUTONOMA'.
TableName,ColumnName
qms_checklist_assignment,status_id
qms_checklist_assignment,actual_files
qms_checklist_assignment,assign_type
qms_checklist_department,id
qms_checklist_department,department_name
qms_checklist_department,checklist_id
qms_checklist_verification,id
qms_checklist_verification,remarks
qms_checklist_verification,verified_by
qms_checklist_verification,verified_date
qms_checklist_verification,assignment_id
qms_checklist_verification,status_id
QMS_MASTER_CHECKLIST,id
QMS_MASTER_CHECKLIST,seq_no
QMS_MASTER_CHECKLIST,checking_point
QMS_MASTER_CHECKLIST,description
QMS_MASTER_CHECKLIST,category
QMS_MASTER_CHECKLIST,frequency
QMS_MASTER_CHECKLIST,effective_from
QMS_MASTER_CHECKLIST,expiry_date
QMS_MASTER_CHECKLIST,reminder_days
QMS_MASTER_CHECKLIST,reminder_date
QMS_MASTER_CHECKLIST,stock_link
QMS_MASTER_CHECKLIST,photo_required
QMS_MASTER_CHECKLIST,verification_required
QMS_MASTER_CHECKLIST,status
QMS_MASTER_CHECKLIST,created_by
QMS_MASTER_CHECKLIST,created_date
QMS_MASTER_CHECKLIST,updated_by
QMS_MASTER_CHECKLIST,updated_date
QMS_MASTER_CHECKLIST,DUAL_CHECK
QMS_MASTER_CHECKLIST,CARRY_FORWARD
QMS_MASTER_CHECKLIST,LAST_COMPLETED_DATE
QMS_MASTER_CHECKLIST,NEXT_DUE_DATE
QMS_MASTER_CHECKLIST,TASK_STATUS
QMS_MASTER_CHECKLIST,VERIFY_STATUS
QMS_MASTER_CHECKLIST,VERIFIED_BY
QMS_MASTER_CHECKLIST,VERIFIED_DATE
QMS_MASTER_CHECKLIST,REJ_REASON
QMS_MASTER_CHECKLIST,ASSIGN_TO
QMS_MASTER_CHECKLIST,ASSIGN_DATE
QMS_MASTER_CHECKLIST,ITEM_CODE
QMS_MASTER_CHECKLIST,QTY
QMS_MASTER_CHECKLIST,UPLOADED_FILES
QMS_MASTER_CHECKLIST,SCANNED_FILES
QMS_MASTER_CHECKLIST,AMENDMENT_REASON
QMS_MASTER_CHECKLIST,LEVEL_IDS
SM_CONTACT_MASTER,id
SM_CONTACT_MASTER,group_name
SM_CONTACT_MASTER,title
SM_CONTACT_MASTER,contact_name
SM_CONTACT_MASTER,designation
SM_CONTACT_MASTER,department
SM_CONTACT_MASTER,email_id
SM_CONTACT_MASTER,landline_no
SM_CONTACT_MASTER,mobile_no
SM_CONTACT_MASTER,whatsapp_no
SM_CONTACT_MASTER,file_upload
SM_CONTACT_MASTER,status
SM_CONTACT_MASTER,created_by
SM_CONTACT_MASTER,created_date
SM_CONTACT_MASTER,updated_by
SM_CONTACT_MASTER,updated_date
SM_CUSTOMER_MASTER,id
SM_CUSTOMER_MASTER,customer_code
SM_CUSTOMER_MASTER,customer_name
SM_CUSTOMER_MASTER,invoice_name
SM_CUSTOMER_MASTER,short_name
SM_CUSTOMER_MASTER,segment
SM_CUSTOMER_MASTER,sub_segment
SM_CUSTOMER_MASTER,domain_name
SM_CUSTOMER_MASTER,address
SM_CUSTOMER_MASTER,pincode
SM_CUSTOMER_MASTER,city
SM_CUSTOMER_MASTER,state
SM_CUSTOMER_MASTER,state_code
SM_CUSTOMER_MASTER,country
SM_CUSTOMER_MASTER,distance
SM_CUSTOMER_MASTER,gstin
SM_CUSTOMER_MASTER,vendor_code
SM_CUSTOMER_MASTER,iso_number
SM_CUSTOMER_MASTER,iso_expiry
SM_CUSTOMER_MASTER,nda_required
SM_CUSTOMER_MASTER,dispatch_mode
SM_CUSTOMER_MASTER,currency
SM_CUSTOMER_MASTER,payment_terms
SM_CUSTOMER_MASTER,delivery_terms
SM_CUSTOMER_MASTER,negotiate_customer
SM_CUSTOMER_MASTER,daily_dispatch_mail
SM_CUSTOMER_MASTER,file_upload
SM_CUSTOMER_MASTER,status
SM_CUSTOMER_MASTER,created_by
SM_CUSTOMER_MASTER,created_date
SM_CUSTOMER_MASTER,updated_by
SM_CUSTOMER_MASTER,updated_date
status_master,id
status_master,name

(753 rows affected)
